,Year,Incid_Name,Event_ID,BurnBndAc,tst,ted,lon0,lon1,lat0,lat1
4720,2019,RX - CADDO POND,AR3437409350220190321,1130,2019-03-21,2019-03-21 12:00:00,-93.52655228655874,-93.49526242282252,34.36317117550942,34.385793910260816
4721,2019,RX - SEPARATOR BLOCK A,AR3566609353320190317,2774,2019-03-17,2019-03-18 12:00:00,-93.5760373346552,-93.51884359385672,35.64830316805683,35.68269541136419
4722,2019,WHISKEY,AZ3504411184020190902,6219,2019-09-06,2019-09-20 12:00:00,-111.9116557013495,-111.82888028719547,35.01875497216429,35.08697258731513
4723,2019,UNNAMED,AR3572709374820190327,7344,2019-03-26,2019-03-27 12:00:00,-93.76196978177995,-93.6919711528464,35.68952445468989,35.78186527396326
4724,2019,2019-3238A,KS3921209676120191113,8632,2019-11-06,2019-11-26 12:00:00,-96.80711498886564,-96.70840364561172,39.1614506486286,39.21878116192113
4726,2019,UNNAMED,AR3604709217420190322,4493,2019-03-21,2019-03-23 12:00:00,-92.18605205106128,-92.11795790923009,35.99149938328998,36.0536919328365
4727,2019,UNNAMED,AR3608509229220190327,3441,2019-03-22,2019-03-27 12:00:00,-92.2926138876208,-92.23186869618335,36.05217098860032,36.09798884241121
4729,2019,UNNAMED,AR3597409222120190327,1918,2019-03-26,2019-03-28 12:00:00,-92.23431579733614,-92.19654898654647,35.96155084939221,35.994377641914696
4730,2019,UNNAMED,TX3340709764520190319,1144,2019-03-19,2019-03-19 12:00:00,-97.66855885120998,-97.6307047603164,33.38935769620076,33.41595020843545
4731,2019,UNNAMED,AR3601509234120190319,2913,2019-03-17,2019-03-19 12:00:00,-92.36551352442956,-92.30682390260095,36.00866502287255,36.05173368875876
4732,2019,UNNAMED,AR3601009233520190319,2014,2019-03-18,2019-03-20 12:00:00,-92.35985617722076,-92.32293367155164,35.96700138220808,36.01140995970195
4733,2019,19 MILL/BUZZARD,MO3714409115920190323,1104,2019-03-27,2019-03-27 12:00:00,-91.17372125693043,-91.14199918981076,37.16955681419569,37.19101631005469
4734,2019,RX - COUNTY LINE,AR3584609352320190422,1311,2019-04-22,2019-04-23 12:00:00,-93.53192129762976,-93.50884133495958,35.82013284345601,35.87719090263812
4735,2019,UNNAMED,MO3797809106420190318,2688,2019-03-18,2019-03-18 12:00:00,-91.08438233687532,-91.02791668180936,37.94826006435056,37.98422034579238
4736,2019,RX - SLUSHER BLACKLINE,AR3579409316520190321,3101,2019-03-21,2019-03-23 12:00:00,-93.20368802957888,-93.14738606101788,35.76832882241729,35.8271444959218
4737,2019,PECK RANCH,MO3705009114820190323,2598,2019-03-19,2019-03-19 12:00:00,-91.18774824008916,-91.11409989429468,37.03315450897344,37.05817361681903
4738,2019,BIG PINEY GREEN HAW,AR3578509301120190327,2658,2019-03-27,2019-03-28 12:00:00,-93.04007661084688,-92.98935583220585,35.759996588371905,35.8069477408456
4739,2019,CHERRY CREEK,KS3978410179920191109,4273,2019-11-09,2019-11-09 12:00:00,-101.7750886720046,-101.71058396817556,39.75587946066861,39.81330737683402
4740,2019,BURNSIDE,OK3459409703520190319,1117,2019-03-16,2019-03-18 12:00:00,-97.03761492099176,-97.02001812393723,34.57863347445533,34.60803857412094
4742,2019,UNNAMED,MO3742409133620190322,2399,2019-03-17,2019-03-22 12:00:00,-91.245748197921,-91.20268793080334,37.40004149651793,37.45525110175697
4744,2019,RX - HOLLY CREEK,OK3428009474420190306,2273,2019-03-06,2019-03-06 12:00:00,-94.78502713619332,-94.69318051147138,34.26701708417113,34.28719485276031
4746,2019,RX - ALEXANDER MTN BLK3,AR3566209396420190305,3492,2019-03-16,2019-03-16 12:00:00,-94.01966424670758,-93.95317612048154,35.65479404830671,35.70095201222563
4748,2019,UNNAMED,MO3670009283020190316,1891,2019-03-16,2019-03-16 12:00:00,-92.84176418277076,-92.789807399292,36.67119194275404,36.69712193253122
4749,2019,SOUTH 41 TREATMENT 2 FY19 (LOSTMANS RX),FL2573908097820190328,11279,2019-03-28,2019-04-03 12:00:00,-81.08197260275335,-80.989569501831,25.646479582366908,25.760423037193448
4750,2019,RX - HARVEY MTN EAST,OK3469709486420190321,1971,2019-03-21,2019-03-22 12:00:00,-94.867890809813,-94.8288483934386,34.69465621850975,34.729546144838764
4752,2019,UNNAMED,MS3138109086920190831,1224,2019-08-31,2019-08-31 12:00:00,-90.89073911421872,-90.8479550522838,31.372142989107715,31.401049316672697
4753,2019,ROGER RD,FL2656008107020190421,1108,2019-04-21,2019-04-23 12:00:00,-81.06911333081553,-81.04404529535407,26.539987747036943,26.56446135850496
4755,2019,NORTH 75 TREATMENT 1 FY19,FL2620608117520190307,2032,2019-03-07,2019-03-07 12:00:00,-81.17699465088242,-81.13798661019388,26.223931190671976,26.25362084932277
4757,2019,RILEY,WI4583509018520190514,1254,2019-05-14,2019-05-15 12:00:00,-90.19384146011528,-90.1461489011508,45.81346033952309,45.8441034764943
4758,2019,UNNAMED,MS3137509106520190916,1128,2019-09-16,2019-09-16 12:00:00,-91.08165659067907,-91.05287702885175,31.358494685281528,31.396724208055787
4760,2019,C236/238/239/305 BOWERS ALEX SPRINGS N,FL2909608152420190302,4561,2019-03-03,2019-03-23 12:00:00,-81.55261896849055,-81.48531146275377,29.04844648102033,29.11226721985633
4761,2019,UNNAMED,KY3672508433320190227,1053,2019-02-27,2019-02-27 12:00:00,-84.36041963555772,-84.3147628242449,36.71521185304465,36.7374758077624
4764,2019,CPT 243 FARLES,FL2911808167120190301,3613,2019-03-07,2019-03-24 12:00:00,-81.69273906385666,-81.64706340455245,29.103150921777683,29.1431340946628
4765,2019,UNNAMED,KY3677708440820190320,1218,2019-03-20,2019-03-20 12:00:00,-84.42688368513393,-84.38830231969627,36.76401448747868,36.78912888568959
4767,2019,CHICK BURN BLOCK 23,MS3157308882320190417,1691,2019-04-16,2019-04-16 12:00:00,-88.83429353871583,-88.7907921595305,31.56498475754057,31.60171536137489
4768,2019,UNNAMED,KY3681608433120190318,1589,2019-03-18,2019-03-18 12:00:00,-84.35518610735295,-84.30763459536024,36.78770658808861,36.823448462876286
4769,2019,PERCHMAN,FL2946708172720190701,1100,2019-07-02,2019-07-04 12:00:00,-81.73673896513111,-81.69954180291182,29.436233329804395,29.47887745453096
4770,2019,CPT 30 HASTINGS,FL2938708179720190220,1504,2019-02-06,2019-02-20 12:00:00,-81.80969768470032,-81.77371813258571,29.37040041724549,29.40075717590298
4772,2019,UNNAMED,MS3152808893520190321,2031,2019-03-21,2019-03-26 12:00:00,-88.95474401662301,-88.91632677296218,31.501303786840367,31.535238196985237
4773,2019,UNNAMED,MS3155908897820191118,1985,2019-11-19,2019-11-19 12:00:00,-88.98922583690279,-88.94597619324668,31.52082287667446,31.56520030794792
4774,2019,CLARK BRANCH #2,KY3760808261720190917,1312,2019-09-16,2019-09-30 12:00:00,-82.64497616601722,-82.5978564985785,37.58036368943277,37.62581445167564
4775,2019,PEACOCK,FL2861908074420191120,1632,2019-11-21,2019-11-21 12:00:00,-80.77125034632638,-80.72848814870906,28.60669568965443,28.639234273742773
4776,2019,RIVER OF GRASS SOUTH RX,FL2528808064020191216,1974,2019-12-16,2019-12-18 12:00:00,-80.69300200693704,-80.6425892703785,25.21362914746726,25.32479444001143
4777,2019,LITTLE CRAZY MOUNTAIN,AK6581314616120190622,78294,2019-06-22,2019-07-24 12:00:00,-146.50765924737632,-145.87207031159556,65.65314086356005,65.84982308246936
4778,2019,BLOCKS C/D/F/G/H/I/J/K/L/M/N,FL2932008179220190307,1054,2019-03-07,2019-03-07 12:00:00,-81.80115937190743,-81.77333181261304,29.313199473776763,29.33741270273407
4780,2019,FLSJR-FY2019-RX-UNIT SJ5,FL2855908085820190417,2136,2019-04-17,2019-04-17 12:00:00,-80.89695244050267,-80.84976885374954,28.55039417255307,28.572979653788025
4781,2019,FLMIR-FY2019-RX-UNIT 7.3,FL2857208062020190210,1518,2019-02-17,2019-02-17 12:00:00,-80.6338170843909,-80.60854400710019,28.52241996261125,28.563164979979888
4782,2019,FLMIR-FY2019-RX-UNIT 7.2,FL2853308064920190210,1264,2019-02-16,2019-02-17 12:00:00,-80.66366629985981,-80.63091462680853,28.52597223253258,28.56302205612303
4783,2019,CHICKASAWHAY RD BURN BLOCK 4,MS3148008896420190424,2516,2019-04-24,2019-04-30 12:00:00,-88.98616394301155,-88.94793910750377,31.451022313528995,31.511360229890727
4784,2019,UNNAMED,MS3150108898020190517,1379,2019-05-17,2019-05-17 12:00:00,-88.99666917384326,-88.96569133348822,31.49105754816736,31.51459301385654
4785,2019,FLLWR-FY19-RX-SOUTH MARSH,FL2905508139920190309,3163,2019-03-09,2019-03-09 12:00:00,-81.44529367766108,-81.37629853474954,29.0328583899028,29.09780674908228
4788,2019,DESOTO RX BB 7208,MS3105008892820191103,1917,2019-11-03,2019-11-05 12:00:00,-88.94125871941435,-88.89962504865701,31.0358861766058,31.078536514748407
4789,2019,CPT 40 LOST ISLAND,FL3033308240020190507,1540,2019-05-01,2019-06-02 12:00:00,-82.42340658814351,-82.39341926378796,30.31764053448313,30.398316786190776
4790,2019,CPT 40/51/57 EAST WILDERNESS,FL3031808242920190508,1670,2019-05-08,2019-06-02 12:00:00,-82.46421177735158,-82.41764651497465,30.28658176053989,30.32621960724913
4791,2019,CPT 93 BATTLEGROUND,FL3023508239920190320,1181,2019-03-20,2019-03-20 12:00:00,-82.41193943345803,-82.38158712554537,30.219013418134807,30.24365608236235
4792,2019,CPT 59 HAIR RIDGE AND CPT 67 TURKEY RUN,FL3030008250520190221,4374,2019-02-21,2019-02-22 12:00:00,-82.53011724091789,-82.4768200395132,30.278906582872537,30.329046187231825
4793,2019,CPT 81 TRIANGLE,FL3026608251420190313,1655,2019-03-13,2019-03-13 12:00:00,-82.52877379407528,-82.48998701628773,30.25128918974434,30.279545400100176
4794,2019,BU 308,FL3024208456920190430,2727,2019-04-30,2019-05-18 12:00:00,-84.60522805303219,-84.53459690931987,30.22796742635569,30.260088923764897
4795,2019,BU 307,FL3025808456020190518,1820,2019-05-18,2019-05-18 12:00:00,-84.58048049637779,-84.54393686429484,30.2442732672975,30.27455280027158
4796,2019,BU 301/302,FL3028808442820190507,6032,2019-05-07,2019-05-24 12:00:00,-84.50046004829255,-84.40008728490022,30.27189349868604,30.325408078819805
4797,2019,BU 112,FL3010008415820190308,1080,2019-03-08,2019-03-08 12:00:00,-84.17021410109987,-84.14019852094492,30.081226262182327,30.12814409837148
4800,2019,BU 240,FL3026808467620190207,2385,2019-02-07,2019-02-07 12:00:00,-84.69932107540728,-84.65521678172905,30.24842277159371,30.282077301925995
4801,2019,UNNAMED,VA3690808244120190417,1049,2019-04-11,2019-04-24 12:00:00,-82.46174868355484,-82.42816100882345,36.89489657411764,36.92398843272002
4803,2019,BU 321,FL3019308447520190214,5549,2019-02-15,2019-02-15 12:00:00,-84.49516763787614,-84.43026844912958,30.16455143460109,30.223750346101667
4804,2019,BU 337/340/341,FL3008408435820190320,1316,2019-03-20,2019-03-20 12:00:00,-84.37207827838978,-84.33541898629716,30.07288418145987,30.09629965870232
4806,2019,BU 411/412,FL3004008448520190312,1069,2019-03-06,2019-03-06 12:00:00,-84.48977944336656,-84.46793389103618,30.023858622177727,30.05416329300164
4807,2019,NAME,FL3045008677020190321,3458,2019-03-21,2019-03-23 12:00:00,-86.79063710511826,-86.74293985349141,30.436449398920672,30.498771226910662
4808,2019,BU 234,FL3031608459320190313,5481,2019-03-13,2019-03-13 12:00:00,-84.61909146300059,-84.5479213205125,30.287738311174166,30.338215388829155
4809,2019,BU 235,FL3032408465020190307,2720,2019-03-07,2019-03-07 12:00:00,-84.67616123495299,-84.61659512036846,30.30773982883011,30.341730081478147
4810,2019,344 D,FL3037408463920190911,2339,2019-09-11,2019-09-12 12:00:00,-84.65687519723252,-84.60774468886626,30.34086373757151,30.370728913308767
4811,2019,BU 334,FL3016208443720190729,2778,2019-07-29,2019-07-29 12:00:00,-84.46279804629279,-84.41473935893424,30.140990446152216,30.18836139406312
4812,2019,UNNAMED,AL3108208660420190308,1712,2019-03-08,2019-03-20 12:00:00,-86.62027814232238,-86.58084027605787,31.07227640053549,31.11721924097526
4813,2019,BU 202,FL3041808439620191024,1099,2019-10-24,2019-10-24 12:00:00,-84.40803374036477,-84.37776115285487,30.40308268042139,30.434059344463208
4814,2019,GAOKR-FY19-RX-BLACKJACK ISLAND,GA3065408230320190617,1065,2019-07-11,2019-07-11 12:00:00,-82.35103213022859,-82.27686313992194,30.643074720222216,30.66607850581846
4815,2019,BU 231,FL3034708448920191126,1153,2019-11-26,2019-11-26 12:00:00,-84.50933481275138,-84.4719202169444,30.33212934109628,30.36362950229972
4816,2019,UNNAMED,MS3457008916620190318,1025,2019-03-18,2019-03-18 12:00:00,-89.1897585661049,-89.15751894993957,34.553940218866046,34.59613495776216
4818,2019,CN MILLER CREEK 05,AL3106208675220190307,1621,2019-03-07,2019-03-07 12:00:00,-86.77595966840391,-86.73517810708393,31.042014523951195,31.07799733071232
4819,2019,BU 23,FL3021708498020190429,2253,2019-04-29,2019-04-29 12:00:00,-85.0079041765365,-84.95142912895108,30.203374312974237,30.233408120588365
4820,2019,UNNAMED,ND4611509695820190505,1060,2019-05-05,2019-05-05 12:00:00,-96.9741693469378,-96.93831865598116,46.1018052601047,46.12720450778187
4821,2019,COW CAMP,TN3543808406520190319,3786,2019-03-18,2019-03-20 12:00:00,-84.10635868170777,-84.02834335935853,35.41960034667869,35.467257268208414
4823,2019,BU 77,FL3005608499720190517,3046,2019-05-17,2019-05-18 12:00:00,-85.01969783728532,-84.98273611398042,30.02836306730177,30.07869582715074
4824,2019,BU 106 CONTINUATION,FL2997708499420190308,2429,2019-03-08,2019-03-08 12:00:00,-85.01773393916994,-84.97440430711305,29.95701481228383,29.9949312891477
4826,2019,BU 34/41,FL3018808482720190309,6156,2019-03-09,2019-03-09 12:00:00,-84.86339508921196,-84.79302456273336,30.16259278672777,30.221979509946493
4828,2019,UNNAMED,VA3812107982720190320,3569,2019-03-19,2019-03-20 12:00:00,-79.85317643644333,-79.79218174878866,38.1065180086992,38.15742789318279
4829,2019,MEMORIAL,SC3320907951020190526,1702,2019-05-25,2019-05-28 12:00:00,-79.53331095713492,-79.49240815820991,33.19360312978068,33.22288633893345
4830,2019,UNNAMED,SC3308107972120190519,1190,2019-05-17,2019-05-17 12:00:00,-79.73694759475563,-79.7009385655623,33.067510102109566,33.09053913976953
4831,2019,UNNAMED,SC3307507965320190314,2757,2019-03-14,2019-03-25 12:00:00,-79.69026667866427,-79.61194815708177,33.050079017732514,33.094587367812835
4832,2019,UNNAMED,SC3316007953020190321,1039,2019-03-21,2019-03-21 12:00:00,-79.54506203318624,-79.51629563473574,33.147122565554014,33.17054078303079
4833,2019,UNNAMED,SC3321007954020190322,1396,2019-03-22,2019-03-22 12:00:00,-79.56185311323054,-79.51871120655687,33.19856666621871,33.22560481501023
4834,2019,UNNAMED,SC3310107973020190315,2117,2019-03-15,2019-03-15 12:00:00,-79.75346170879078,-79.70926048618247,33.084885855697735,33.11555709018762
4835,2019,DRY HOLLOW,WV3882607929520191128,1327,2019-11-28,2019-11-29 12:00:00,-79.33274810334228,-79.28255856952234,38.81678625957829,38.84437486091116
4836,2019,C-31 RX BURN,SC3336608160120190207,1015,2019-02-07,2019-02-07 12:00:00,-81.6265891825447,-81.58432706554163,33.34059105803095,33.36663817731011
4837,2019,C-40 RX BURN,SC3317208164020190206,1076,2019-02-06,2019-02-06 12:00:00,-81.62113564059729,-81.59288352845203,33.169757389891686,33.19819489727672
4838,2019,SALMON CREEK,AK6511816197420190717,2986,2019-07-17,2019-07-25 12:00:00,-161.98602807683426,-161.91206749811653,65.11407772780495,65.17017338199605
4839,2019,DRY CREEK,AK6422014731820190622,6560,2019-07-06,2019-07-24 12:00:00,-147.33754315439302,-147.1855201063678,64.11208862638904,64.1794433024665
4840,2019,HORSEFLY,MT4696311244120190805,1275,2019-08-05,2019-08-08 12:00:00,-112.45109634012395,-112.38720422209713,46.94950016829819,46.97215923925757
4841,2019,HORN FOOTHILLS,AK6174015866820190711,3946,2019-07-11,2019-07-31 12:00:00,-158.71046206357337,-158.57908357724526,61.72438894389472,61.77147171304915
4842,2019,EAST EVERGLADES-6,FL2559808055820190205,2420,2019-02-06,2019-02-06 12:00:00,-80.58698497607577,-80.53938968508584,25.56423840058176,25.60908288846457
4843,2019,UNNAMED,FL2594808134220190326,4079,2019-03-26,2019-03-26 12:00:00,-81.35441537816712,-81.31010903830145,25.90504726651818,25.965380012677485
4844,2019,PAGE MOUNTAIN,AK6332715556420190622,52271,2019-06-22,2019-07-11 12:00:00,-155.9031525666376,-155.4577147401431,63.16608971027199,63.3558305848137
4845,2019,OK COMP 131,AL3275608699220190201,1519,2019-02-01,2019-02-01 12:00:00,-87.01189993323527,-86.97002615158561,32.739719188989454,32.77204154458167
4846,2019,BEE GUM D,AL3319608611820190418,1251,2019-04-18,2019-04-18 12:00:00,-86.1504602635303,-86.10400161847986,33.176680631805766,33.20318517505581
4847,2019,MDBWR-FY19-RX-MDWHS SUPPORT,MD3837307603220190228,3197,2019-02-09,2019-02-28 12:00:00,-76.07788792438816,-76.01249534778202,38.352745090513565,38.421783703055496
4848,2019,PETE WHITE,AL3324208607420190327,1276,2019-03-27,2019-03-27 12:00:00,-86.0852978333283,-86.05900233568923,33.21849945588525,33.2669189323629
4850,2019,BU 413/414/415,FL3002008445520190313,1584,2019-03-12,2019-03-13 12:00:00,-84.46729577527975,-84.43060952510945,29.995265031156293,30.048794630867576
4851,2019,UNNAMED,VA3870007855020190423,2460,2019-04-10,2019-04-23 12:00:00,-78.58108879721016,-78.52430487297147,38.673502021001525,38.73022596315775
4852,2019,BK SHOOTING RANGE,AL3426808735320190319,1034,2019-03-19,2019-03-19 12:00:00,-87.37447727870341,-87.33534116376364,34.25415580854377,34.27761271665361
4853,2019,UNNAMED,AL3425108722020190320,2710,2019-03-20,2019-03-26 12:00:00,-87.22821186128834,-87.20278588396133,34.216265262731724,34.26776746589587
4856,2019,UNNAMED,AL3428308719620190318,1114,2019-03-18,2019-03-18 12:00:00,-87.20861743794438,-87.18233135081113,34.26572102080854,34.29972399526622
4857,2019,C-49/50/68,LA3145209298820190319,1585,2019-03-19,2019-03-19 12:00:00,-93.0191324004399,-92.98867149579286,31.441838912535843,31.47874661896134
4858,2019,CAVASSO CREEK,TX2820709700120190820,2047,2019-08-09,2019-08-20 12:00:00,-97.018359820849,-96.9887697297392,28.1852449423003,28.23250159896969
4860,2019,UNNAMED,GA3339508220620190318,1375,2019-03-18,2019-03-18 12:00:00,-82.22524253471516,-82.18453180489882,33.382701720208274,33.41049053401099
4862,2019,UNNAMED,MS3438108936320190320,1841,2019-03-17,2019-03-20 12:00:00,-89.37400808850242,-89.32324758141073,34.364688164527195,34.40098202070374
4864,2019,UNNAMED,GA3461308509420190327,1396,2019-03-20,2019-03-27 12:00:00,-85.10105515726963,-85.0790506146941,34.58821657823256,34.64396378020433
4865,2019,UNNAMED,SC3471708331720190310,1035,2019-03-24,2019-03-24 12:00:00,-83.33122659443177,-83.29898594674398,34.69400964552875,34.73351914279425
4866,2019,UNNAMED,GA3340908337820190313,1071,2019-03-13,2019-03-20 12:00:00,-83.39072392167162,-83.36782426407848,33.39134899036367,33.418976171712984
4867,2019,UNNAMED,GA3318008373820190321,2294,2019-03-21,2019-03-22 12:00:00,-83.75489142050259,-83.72447494416332,33.16108534251458,33.213349419839915
4868,2019,UNNAMED,GA3321308371320190307,1250,2019-03-07,2019-03-22 12:00:00,-83.72781788158994,-83.70275240649835,33.18156809009531,33.21864471708005
4869,2019,UNNAMED,GA3340908339620190320,1415,2019-03-20,2019-03-20 12:00:00,-83.41423338526249,-83.38469394666828,33.377421583739135,33.410080717451194
4870,2019,UNNAMED,GA3322008352320190319,1648,2019-03-19,2019-03-19 12:00:00,-83.53276676757224,-83.50355287096818,33.1920220038125,33.2295312496675
4871,2019,540C,AL3382808556320190322,2622,2019-03-19,2019-03-25 12:00:00,-85.58272128475943,-85.5342073848629,33.79386687815395,33.83666571505074
4872,2019,JACK DAVIS/DOGWOOD SPRINGS RX,NC3510008412520190321,3120,2019-03-18,2019-03-24 12:00:00,-84.13847476609754,-84.07173408865725,35.052180713169435,35.12531615941327
4873,2019,OK C-33,AL3295708742020190320,1541,2019-03-21,2019-03-22 12:00:00,-87.43605120979544,-87.40019753578758,32.91527477451126,32.96133370958307
4874,2019,BU 45,FL3016908493620190515,3936,2019-05-15,2019-05-15 12:00:00,-84.96065501391774,-84.90253911099114,30.13643169186912,30.18959927398737
4875,2019,BU 320,FL3022408445120190312,4017,2019-03-12,2019-03-12 12:00:00,-84.4775334245279,-84.4250151682154,30.18979587567918,30.24845930115589
4876,2019,19 EAST TRAPS TWO SECTION NORTH,KS3842009652820190326,6804,2019-03-26,2019-03-27 12:00:00,-96.5510821113503,-96.48355667290208,38.402081969007725,38.46006591261181
4877,2019,RX - AVANT BLOCKS 2 3 4 6,AR3462309335020190316,3021,2019-03-06,2019-03-17 12:00:00,-93.38365565668316,-93.3105048347303,34.60162316497713,34.64233960728711
4878,2019,PACK,OK3669509679920191116,1132,2019-11-16,2019-11-16 12:00:00,-96.81284553639232,-96.79392960746536,36.69499722214414,36.73589776916674
4879,2019,C-65,LA3189209277520190321,1781,2019-03-21,2019-03-21 12:00:00,-92.80002895517208,-92.74831626118646,31.880092388852688,31.906027640563195
4880,2019,RX - WHISKEY SPRINGS,AR3572009433420190319,1099,2019-03-17,2019-03-22 12:00:00,-94.352296325515,-94.3143056815619,35.704325587755704,35.72562009938815
4881,2019,RX - PAYNE RIDGE MULTI-DAY,AR3563809303520190318,3853,2019-03-18,2019-03-22 12:00:00,-93.06984854307576,-93.00683989204737,35.616829919964914,35.6562367632161
4882,2019,UNNAMED,MS3220008937020190323,1204,2019-03-24,2019-03-25 12:00:00,-89.40297137642784,-89.3757131455452,32.17893468288935,32.208665760716315
4883,2019,MSNXR-FY19-RX-0402,MS3332008888520190321,1265,2019-03-21,2019-03-21 12:00:00,-88.88426650679384,-88.84803584957479,33.31038833975015,33.33008856383623
4884,2019,OK C-49,AL3292008737020190307,4745,2019-03-18,2019-03-19 12:00:00,-87.38892833177704,-87.33665109647092,32.89939381916946,32.978998918065656
4885,2019,SPRING HILL FIRE,NJ3977007445020190330,8182,2019-03-30,2019-03-31 12:00:00,-74.49803045803918,-74.40320692985591,39.74318726837777,39.83584668237853
4886,2019,LACREEK NWR BURNING 2019,SD4312310155720190502,1293,2019-05-04,2019-05-04 12:00:00,-101.56464085519129,-101.5198463228495,43.096510208979,43.14280114395768
4888,2019,RX - ANDY KNIGHT BLOCK 4/13,AR3481309436920190321,2392,2019-03-21,2019-03-22 12:00:00,-94.40021046124376,-94.34137132532636,34.80200154353645,34.835474498949
4889,2019,WILD HORSE CREEK,OK3637109628720190409,3971,2019-04-08,2019-04-10 12:00:00,-96.37906207825228,-96.25623262463586,36.32495648665258,36.37935936224483
4890,2019,OK C-61,AL3287408741120190305,1524,2019-03-05,2019-03-06 12:00:00,-87.43415257278298,-87.39090772790928,32.858104177765654,32.882356652237775
4891,2019,UNNAMED,AL3293008732320190326,1217,2019-03-20,2019-03-22 12:00:00,-87.3378540521228,-87.30072776547394,32.92009992776951,32.942530372178965
4892,2019,OK 426 B,AL3277908693520190402,1203,2019-04-04,2019-04-04 12:00:00,-86.96394566526021,-86.92092974910861,32.75458190762896,32.78267963046062
4893,2019,PETAN,TX3009510451420190718,1327,2019-07-17,2019-07-19 12:00:00,-104.53133595548992,-104.50421055087617,30.09126375112129,30.122668691207195
4894,2019,NW SANDS UNITS I/F/C/A,WI4664009130020190524,3386,2019-05-26,2019-05-29 12:00:00,-91.3246880485146,-91.22007782263336,46.61142250024824,46.65377904336822
4895,2019,UNNAMED,OK3431009459020190322,8217,2019-03-05,2019-03-23 12:00:00,-94.66240809066085,-94.5756095476425,34.301082225164635,34.36998034561651
4896,2019,RX - MCWA WEST,OK3430809472020190327,3493,2019-03-18,2019-03-18 12:00:00,-94.73311979744068,-94.68477272178365,34.285532049464564,34.33412957821753
4897,2020,COLD SPRINGS,WA4836011949320200907,187561,2020-09-07,2020-09-11 12:00:00,-119.72003968298498,-119.31451574650448,48.01506010943655,48.40703871806244
4898,2020,PEARL HILL,WA4805611948420200907,217720,2020-09-07,2020-09-12 12:00:00,-119.88876302089665,-119.4053672453021,47.584358405815806,48.08434439158049
4899,2020,WHITNEY,WA4770711826020200907,127930,2020-09-07,2020-09-10 12:00:00,-118.87103467570968,-118.2666186405378,47.49355810812023,47.73398470033368
4900,2020,SARPY,MT4571710705620200902,51619,2020-09-02,2020-09-04 12:00:00,-107.15977208081682,-106.8541672681049,45.56468212747825,45.75227889865232
4901,2020,MOONFISH,FL2574708088120200507,25819,2020-05-08,2020-05-09 12:00:00,-80.97937469988244,-80.85241453240474,25.628446061036925,25.76085322609555
4902,2020,GRIFFIN,AZ3358211070120200818,61455,2020-08-17,2020-08-26 12:00:00,-110.78977820639908,-110.49006029734484,33.417739915065056,33.62937616437853
4903,2020,BUSH,AZ3362611156220200613,212542,2020-06-14,2020-06-26 12:00:00,-111.5683961900321,-111.16015853938508,33.586520479536546,34.03520929946967
4904,2020,BIGHORN,AZ3237811092720200606,126131,2020-06-06,2020-07-16 12:00:00,-110.93698187121636,-110.51724456168716,32.31312645182436,32.57263353630873
4905,2020,INGAKSLUGWAT HILLS,AK6136616403220200531,69482,2020-05-31,2020-06-21 12:00:00,-164.39636948506364,-163.86953876949858,61.22730848509855,61.4219789502684
4906,2020,FALSE ALARM #1,FL2592508075620200108,3424,2020-01-08,2020-01-08 12:00:00,-80.77655363224432,-80.73076519795546,25.946923751529937,26.02323051487639
4907,2020,CPT 001 BETTS EDDY,FL3043608231020200301,1023,2020-03-01,2020-03-01 12:00:00,-82.32626852247432,-82.29604019419958,30.42583575751422,30.44556974934449
4908,2020,SUNDAY AFTERNOON,FL2565208050520200419,1182,2020-04-20,2020-04-20 12:00:00,-80.51347146023966,-80.49548058116386,25.65230457399696,25.7028356460483
4909,2020,UNNAMED,SC3453008168020200312,1203,2020-03-09,2020-03-12 12:00:00,-81.70220502644077,-81.65582872511555,34.53341749821902,34.55067125427502
4910,2020,C-2/3 EN,SC3474508145720200229,1225,2020-02-29,2020-02-29 12:00:00,-81.47082929223802,-81.43298176549604,34.734312136196195,34.75933109025766
4911,2020,CPT 3 ALBERT/CPT 119 HANCOCK,FL3041608237520200109,10724,2020-01-08,2020-01-16 12:00:00,-82.48144359534564,-82.30035173294607,30.389520885080856,30.469658639834392
4912,2020,UNNAMED,VA3790107965020200309,1297,2020-03-08,2020-03-30 12:00:00,-79.66456614461185,-79.62762576941367,37.87972685461068,37.92300911937542
4913,2020,369 D,MS3115808912920200315,5362,2020-03-01,2020-03-16 12:00:00,-89.15293612799985,-89.0672032762102,31.10835902125189,31.18379768071844
4914,2020,HID-BUFFER RX,FL2535908071220200123,6381,2020-01-25,2020-01-28 12:00:00,-80.74671724470505,-80.66550535139083,25.32912131579616,25.389691750973554
4917,2020,CPT 23 24 TIGER ISLAND,FL3036808250420200307,1994,2020-03-07,2020-03-07 12:00:00,-82.53495715384952,-82.48584113625941,30.354522103912014,30.385534691372985
4918,2020,SC RATTLESNAKE J AND L,AL3377508559120200203,1174,2020-02-03,2020-02-03 12:00:00,-85.61004999371221,-85.58217870128601,33.75646405806987,33.78716411223405
4919,2020,CHICK - CPT 378,MS3152308889720200125,2001,2020-01-25,2020-01-25 12:00:00,-88.92789987767719,-88.88462927891806,31.499640663385943,31.54075649011997
